HardwareVendor,SystemEnclosure,Nodes,JVMVendor,Processor,MHz,Chips,Cores,TotalThreads,TotalMemoryGB,OverallPowerUsageWatt,SystemEnclosure_split,SystemEnclosure_len,year,SystemEnclosure_cleaned,Processor_general
ASUSTeK Computer Inc.,"RS720-E9/RS8  Dec 6, 2018 | HTML | Text",1,Oracle,Intel Xeon Platinum 8180,2500,2,56,112,192,12727,"['RS720-E9/RS8  Dec 6', ' 2018 ']",2, 2018 ,RS720-E9/RS8 ,Intel
Dell Inc.,"PowerEdge R7425 (AMD EPYC 7601 2.20 GHz)  Feb 27, 2019 | HTML | Text",1,Oracle,"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",2200,2,64,128,128,11867,"['PowerEdge R7425 (AMD EPYC 7601 2.20 GHz)  Feb 27', ' 2019 ']",2, 2019 ,PowerEdge R7425 (AMD EPYC 7601 2.20 GHz)  ,AMD
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8280, 2.70 GHz)  Apr 25, 2019 | HTML | Text",1,Oracle,"Intel Xeon Platinum 8280, 2.70 GHz",2700,2,56,112,192,12831,"['PowerEdge R740 (Intel Xeon Platinum 8280', ' 2.70 GHz)  Apr 25', ' 2019 ']",3, 2019 ,PowerEdge R740 (Intel Xeon Platinum 8280  2.70 GHz)  ,Intel
Dell Inc.,"PowerEdge R240 (Intel Xeon E-2176G, 3.70 GHz)  Jul 17, 2019 | HTML | Text",1,Oracle,Intel Xeon E-2176G,3700,1,6,12,32,8913,"['PowerEdge R240 (Intel Xeon E-2176G', ' 3.70 GHz)  Jul 17', ' 2019 ']",3, 2019 ,PowerEdge R240 (Intel Xeon E-2176G  3.70 GHz)  ,Intel
Dell Inc.,"PowerEdge R7515 (AMD EPYC 7742, 2.25 GHz)  HTML | Text",1,Oracle,AMD EPYC 7742 2.25 GHz,2250,1,64,128,128,16501,['PowerEdge R7515 (AMD EPYC 7742'],1,PowerEdge R7515 (AMD EPYC 7742,PowerEdge R7515 (,AMD
Dell Inc.,"PowerEdge R6525 (AMD EPYC 7702, 2.00 GHz)  Mar 25, 2020 | HTML | Text",1,Oracle,AMD EPYC 7702 2.00 GHz,2000,2,128,256,128,20184,"['PowerEdge R6525 (AMD EPYC 7702', ' 2.00 GHz)  Mar 25', ' 2020 ']",3, 2020 ,PowerEdge R6525 (AMD EPYC 7702  2.00 GHz)  ,AMD
Dell Inc.,"PowerEdge R7525 (AMD EPYC 7702, 2.00 GHz)  Apr 8, 2020 | HTML | Text",1,Oracle,AMD EPYC 7702 2.00 GHz,2000,2,128,256,128,20910,"['PowerEdge R7525 (AMD EPYC 7702', ' 2.00 GHz)  Apr 8', ' 2020 ']",3, 2020 ,PowerEdge R7525 (AMD EPYC 7702  2.00 GHz) ,AMD
Dell Inc.,"PowerEdge R6515 (AMD EPYC 7702P, 2.00 GHz)  Aug 12, 2020 | HTML | Text",1,Oracle,AMD EPYC 7702P 2.00 GHz,2000,1,64,128,64,18463,"['PowerEdge R6515 (AMD EPYC 7702P', ' 2.00 GHz)  Aug 12', ' 2020 ']",3, 2020 ,PowerEdge R6515 (AMD EPYC 7702P  2.00 GHz)  ,AMD
Dell Inc.,"PowerEdge XR8620T (Intel Xeon Gold 6421N, 1.80 GHz) XR8000  Mar 29, 2023 | HTML | Text",2,Oracle,Intel Xeon Gold 6421N,1800,2,64,128,256,9994,"['PowerEdge XR8620T (Intel Xeon Gold 6421N', ' 1.80 GHz) XR8000  Mar 29', ' 2023 ']",3, 2023 ,PowerEdge XR8620T (Intel Xeon Gold 6421N  1.80 GHz) XR8000  ,Intel
Dell Inc.,"PowerEdge XR4510c (Intel Xeon D-2776NT, 2.10 GHz) XR4000  Mar 29, 2023 | HTML | Text",4,Oracle,Intel Xeon-D 2776NT,2100,4,64,128,128,8102,"['PowerEdge XR4510c (Intel Xeon D-2776NT', ' 2.10 GHz) XR4000  Mar 29', ' 2023 ']",3, 2023 ,PowerEdge XR4510c (Intel Xeon D-2776NT  2.10 GHz) XR4000  ,Intel
Dell Inc.,"PowerEdge XR8620T (Intel Xeon Gold 6421N, 1.80 GHz) XR8000  May 11, 2023 | HTML | Text",2,Oracle,Intel Xeon Gold 6421N,1800,2,64,128,256,10045,"['PowerEdge XR8620T (Intel Xeon Gold 6421N', ' 1.80 GHz) XR8000  May 11', ' 2023 ']",3, 2023 ,PowerEdge XR8620T (Intel Xeon Gold 6421N  1.80 GHz) XR8000  ,Intel
Dell Inc.,"PowerEdge XR11 (Intel Xeon Gold 6338N, 2.20 GHz)  May 11, 2023 | HTML | Text",1,Oracle,Intel Xeon Gold 6338N,2200,1,32,64,128,6466,"['PowerEdge XR11 (Intel Xeon Gold 6338N', ' 2.20 GHz)  May 11', ' 2023 ']",3, 2023 ,PowerEdge XR11 (Intel Xeon Gold 6338N  2.20 GHz)  ,Intel
Dell Inc.,"PowerEdge R7615 (AMD EPYC 9754, 2.25 GHz)  Aug 2, 2023 | HTML | Text",1,Oracle,AMD EPYC 9754 2.25 GHz,2250,1,128,256,192,29782,"['PowerEdge R7615 (AMD EPYC 9754', ' 2.25 GHz)  Aug 2', ' 2023 ']",3, 2023 ,PowerEdge R7615 (AMD EPYC 9754  2.25 GHz) ,AMD
Dell Inc.,"PowerEdge XR5610 (Intel Xeon Gold 6421N, 1.80 GHz)  Aug 16, 2023 | HTML | Text",1,Oracle,Intel Xeon Gold 6421N,1800,1,32,64,128,9779,"['PowerEdge XR5610 (Intel Xeon Gold 6421N', ' 1.80 GHz)  Aug 16', ' 2023 ']",3, 2023 ,PowerEdge XR5610 (Intel Xeon Gold 6421N  1.80 GHz)  ,Intel
Dell Inc.,"PowerEdge R7615 (AMD EPYC 9654P, 2.40 GHz)  Sep 18, 2023 | HTML | Text",1,Oracle,AMD EPYC 9654P 2.40 GHz,2400,1,96,192,192,24677,"['PowerEdge R7615 (AMD EPYC 9654P', ' 2.40 GHz)  Sep 18', ' 2023 ']",3, 2023 ,PowerEdge R7615 (AMD EPYC 9654P  2.40 GHz)  ,AMD
Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz)  Sep 27, 2023 | HTML | Text",1,Oracle,AMD EPYC 8534P,2300,1,64,128,96,24169,"['PowerEdge C6615 (AMD EPYC 8534P', ' 2.30 GHz)  Sep 27', ' 2023 ']",3, 2023 ,PowerEdge C6615 (AMD EPYC 8534P  2.30 GHz)  ,AMD
Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz) C6615  Sep 27, 2023 | HTML | Text",4,Oracle,AMD EPYC 8534P,2300,4,256,512,384,26411,"['PowerEdge C6615 (AMD EPYC 8534P', ' 2.30 GHz) C6615  Sep 27', ' 2023 ']",3, 2023 ,PowerEdge C6615 (AMD EPYC 8534P  2.30 GHz) C6615  ,AMD
Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz) C6600  Oct 30, 2023 | HTML | Text",3,Oracle,AMD EPYC 8534P,2300,3,192,384,288,27010,"['PowerEdge C6615 (AMD EPYC 8534P', ' 2.30 GHz) C6600  Oct 30', ' 2023 ']",3, 2023 ,PowerEdge C6615 (AMD EPYC 8534P  2.30 GHz) C6600  ,AMD
Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz) C6600  Oct 30, 2023 | HTML | Text",2,Oracle,AMD EPYC 8534P,2300,2,128,256,192,26218,"['PowerEdge C6615 (AMD EPYC 8534P', ' 2.30 GHz) C6600  Oct 30', ' 2023 ']",3, 2023 ,PowerEdge C6615 (AMD EPYC 8534P  2.30 GHz) C6600  ,AMD
Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz) C6600  Oct 30, 2023 | HTML | Text",4,Oracle,AMD EPYC 8534P,2300,4,256,512,384,27398,"['PowerEdge C6615 (AMD EPYC 8534P', ' 2.30 GHz) C6600  Oct 30', ' 2023 ']",3, 2023 ,PowerEdge C6615 (AMD EPYC 8534P  2.30 GHz) C6600  ,AMD
Dell Inc.,"PowerEdge HS5610 (Intel Xeon Gold 6448Y, 2.10 GHz)  Mar 26, 2024 | HTML | Text",1,Oracle,Intel Xeon Gold 6448Y,2100,2,64,128,256,11564,"['PowerEdge HS5610 (Intel Xeon Gold 6448Y', ' 2.10 GHz)  Mar 26', ' 2024 ']",3, 2024 ,PowerEdge HS5610 (Intel Xeon Gold 6448Y  2.10 GHz)  ,Intel
Dell Inc.,"PowerEdge HS5610 (Intel Xeon Gold 6448Y, 2.10 GHz)  Mar 26, 2024 | HTML | Text",1,Oracle,Intel Xeon Gold 6448Y,2100,1,32,64,128,10135,"['PowerEdge HS5610 (Intel Xeon Gold 6448Y', ' 2.10 GHz)  Mar 26', ' 2024 ']",3, 2024 ,PowerEdge HS5610 (Intel Xeon Gold 6448Y  2.10 GHz)  ,Intel
Dell Inc.,"PowerEdge T150 (Intel Xeon E-2388G 3.20 GHz)  Apr 26, 2024 | HTML | Text",1,Oracle,Intel Xeon E-2388G,3200,1,8,16,16,8259,"['PowerEdge T150 (Intel Xeon E-2388G 3.20 GHz)  Apr 26', ' 2024 ']",2, 2024 ,PowerEdge T150 (Intel Xeon E-2388G 3.20 GHz)  ,Intel
Dell Inc.,"PowerEdge HS5620 (Intel Xeon Gold 6548Y, 2.50 GHz)  Apr 26, 2024 | HTML | Text",1,Oracle,Intel Xeon Gold 6548Y,2500,2,64,128,256,12533,"['PowerEdge HS5620 (Intel Xeon Gold 6548Y', ' 2.50 GHz)  Apr 26', ' 2024 ']",3, 2024 ,PowerEdge HS5620 (Intel Xeon Gold 6548Y  2.50 GHz)  ,Intel
Dell Inc.,"PowerEdge T160 (Intel Xeon E-2488, 3.2 GHz)  May 30, 2024 | HTML | Text",1,Oracle,Intel Xeon E-2488,3200,1,8,16,,10179,"['PowerEdge T160 (Intel Xeon E-2488', ' 3.2 GHz)  May 30', ' 2024 ']",3, 2024 ,PowerEdge T160 (Intel Xeon E-2488  3.2 GHz)  ,Intel
Dell Inc.,"PowerEdge R770 (Intel Xeon 6780E, 2.20 GHz)  Aug 13, 2024 | HTML | Text",1,Oracle,Intel Xeon 6780E,2200,2,288,288,512,20516,"['PowerEdge R770 (Intel Xeon 6780E', ' 2.20 GHz)  Aug 13', ' 2024 ']",3, 2024 ,PowerEdge R770 (Intel Xeon 6780E  2.20 GHz)  ,Intel
Dell Inc.,"PowerEdge XR8620T (Intel Xeon Gold 6433N, 2.00 GHz)  Aug 13, 2024 | HTML | Text",1,Oracle,Intel Xeon Gold 6433N,2000,1,32,64,256,6564,"['PowerEdge XR8620T (Intel Xeon Gold 6433N', ' 2.00 GHz)  Aug 13', ' 2024 ']",3, 2024 ,PowerEdge XR8620T (Intel Xeon Gold 6433N  2.00 GHz)  ,Intel
Dell Inc.,"PowerEdge XR8620T (Intel Xeon Gold 6433N, 2.00 GHz)  Aug 13, 2024 | HTML | Text",1,Oracle,Intel Xeon Gold 6433N,2000,1,32,64,256,6466,"['PowerEdge XR8620T (Intel Xeon Gold 6433N', ' 2.00 GHz)  Aug 13', ' 2024 ']",3, 2024 ,PowerEdge XR8620T (Intel Xeon Gold 6433N  2.00 GHz)  ,Intel
Dell Inc. Dell Inc.,"PowerEdge R710 (Intel Xeon X5570, 2.93 GHz)  Mar 30, 2009 | HTML | Text",1,Oracle,Intel Xeon X5570,2933,2,8,16,12,1746,"['PowerEdge R710 (Intel Xeon X5570', ' 2.93 GHz)  Mar 30', ' 2009 ']",3, 2009 ,PowerEdge R710 (Intel Xeon X5570  2.93 GHz)  ,Intel
Dell Inc. Dell,"PowerEdge R620 (Intel Xeon E5-2660, 2.2 GHz)  Apr 4, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-2660 2.20 GHz,2200,2,16,32,24,4525,"['PowerEdge R620 (Intel Xeon E5-2660', ' 2.2 GHz)  Apr 4', ' 2012 ']",3, 2012 ,PowerEdge R620 (Intel Xeon E5-2660  2.2 GHz) ,Intel
Dell Inc. Dell,"PowerEdge T620 (Intel Xeon E5-2660, 2.2 GHz)  Apr 4, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-2660 2.20 GHz,2200,2,16,32,24,4874,"['PowerEdge T620 (Intel Xeon E5-2660', ' 2.2 GHz)  Apr 4', ' 2012 ']",3, 2012 ,PowerEdge T620 (Intel Xeon E5-2660  2.2 GHz) ,Intel
"FALINUX, Inc. Telecommunications Technology Association","AnyStor-700EC AnyStor-700EC-NM(8 Bays)  Dec 8, 2022 | HTML | Text",2,Oracle,Ampere® Altra® 64-Bit Multi-Core Processor Q64-30,3000,2,128,128,64,8436,"['AnyStor-700EC AnyStor-700EC-NM(8 Bays)  Dec 8', ' 2022 ']",2, 2022 ,AnyStor-700EC AnyStor-700EC-NM(8 Bays) ,Ampere
"FALINUX, Inc. Telecommunications Technology Association","AnyStor-700EC  Dec 12, 2022 | HTML | Text",1,Oracle,Ampere® Altra® 64-Bit Multi-Core Processor Q64-30,3000,1,64,64,32,8335,"['AnyStor-700EC  Dec 12', ' 2022 ']",2, 2022 ,AnyStor-700EC  ,Ampere
"FALINUX, Inc. Telecommunications Technology Association","AnyStor-700EC-NM  Jan 17, 2024 | HTML | Text",1,Oracle,Ampere® Altra® Q80-30,3000,1,80,80,64,12718,"['AnyStor-700EC-NM  Jan 17', ' 2024 ']",2, 2024 ,AnyStor-700EC-NM  ,Ampere
FOXCONN (FII) Infobell IT Solutions Pvt. Ltd.,"Mt. Collins  Jun 9, 2023 | HTML | Text",1,Oracle,Ampere Altra Max 64-Bit Multi-Core Processor M128-30,3000,2,256,256,256,12195,"['Mt. Collins  Jun 9', ' 2023 ']",2, 2023 ,Mt. Collins ,Ampere
FOXCONN (FII) Infobell IT Solutions Pvt. Ltd.,"Mt. Collins  Jun 9, 2023 | HTML | Text",1,Oracle,Ampere Altra Max 64-Bit Multi-Core Processor M128-30,3000,2,256,256,256,10917,"['Mt. Collins  Jun 9', ' 2023 ']",2, 2023 ,Mt. Collins ,Ampere
Five9 Network Systems,"Five9 N1200 Carrier Grade Server  Apr 28, 2011 | HTML | Text",1,IBM,Intel Xeon X5670,2930,2,12,24,12,1990,"['Five9 N1200 Carrier Grade Server  Apr 28', ' 2011 ']",2, 2011 ,Five9 N1200 Carrier Grade Server  ,Intel
Fujitsu,"PRIMERGY TX100 S1 (Intel Xeon L3360)  Jul 15, 2009 | HTML | Text",1,Oracle,Intel Xeon L3360,2833,1,4,4,8,1500,"['PRIMERGY TX100 S1 (Intel Xeon L3360)  Jul 15', ' 2009 ']",2, 2009 ,PRIMERGY TX100 S1 (Intel Xeon L3360)  ,Intel
Fujitsu,"PRIMERGY RX100 S6 (Intel Xeon X3470)  Feb 2, 2010 | HTML | Text",1,Oracle,Intel Xeon X3470,2933,1,4,8,4,1842,"['PRIMERGY RX100 S6 (Intel Xeon X3470)  Feb 2', ' 2010 ']",2, 2010 ,PRIMERGY RX100 S6 (Intel Xeon X3470) ,Intel
Fujitsu,"PRIMERGY TX150 S7 (Intel Xeon X3470)  Feb 2, 2010 | HTML | Text",1,Oracle,Intel Xeon X3470,2933,1,4,8,4,2187,"['PRIMERGY TX150 S7 (Intel Xeon X3470)  Feb 2', ' 2010 ']",2, 2010 ,PRIMERGY TX150 S7 (Intel Xeon X3470) ,Intel
Fujitsu,"PRIMERGY CX120 S1 (Intel Xeon L5530) PRIMERGY CX1000 S1  Mar 24, 2010 | HTML | Text",38,IBM,Intel Xeon L5530,2400,76,304,608,304,2320,"['PRIMERGY CX120 S1 (Intel Xeon L5530) PRIMERGY CX1000 S1  Mar 24', ' 2010 ']",2, 2010 ,PRIMERGY CX120 S1 (Intel Xeon L5530) PRIMERGY CX1000 S1  ,Intel
Fujitsu,"PRIMERGY RX300 S6 (Intel Xeon X5670)  Apr 7, 2010 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,12,2822,"['PRIMERGY RX300 S6 (Intel Xeon X5670)  Apr 7', ' 2010 ']",2, 2010 ,PRIMERGY RX300 S6 (Intel Xeon X5670) ,Intel
Fujitsu,"PRIMERGY RX200 S6 (Intel Xeon X5670)  Apr 7, 2010 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,12,2850,"['PRIMERGY RX200 S6 (Intel Xeon X5670)  Apr 7', ' 2010 ']",2, 2010 ,PRIMERGY RX200 S6 (Intel Xeon X5670) ,Intel
Fujitsu,"PRIMERGY TX300 S6 (Intel Xeon X5670)  May 19, 2010 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,12,2900,"['PRIMERGY TX300 S6 (Intel Xeon X5670)  May 19', ' 2010 ']",2, 2010 ,PRIMERGY TX300 S6 (Intel Xeon X5670)  ,Intel
Fujitsu,"PRIMERGY TX150 S7 (Intel Xeon X3480)  Dec 1, 2010 | HTML | Text",1,IBM,Intel Xeon X3480,3067,1,4,8,4,2513,"['PRIMERGY TX150 S7 (Intel Xeon X3480)  Dec 1', ' 2010 ']",2, 2010 ,PRIMERGY TX150 S7 (Intel Xeon X3480) ,Intel
Fujitsu,"PRIMERGY RX100 S6 (Intel Xeon X3480)  Dec 1, 2010 | HTML | Text",1,IBM,Intel Xeon X3480,3067,1,4,8,4,2155,"['PRIMERGY RX100 S6 (Intel Xeon X3480)  Dec 1', ' 2010 ']",2, 2010 ,PRIMERGY RX100 S6 (Intel Xeon X3480) ,Intel
Fujitsu,"PRIMERGY TX300 S6 (Intel Xeon X5675)  Mar 9, 2011 | HTML | Text",1,IBM,Intel Xeon X5675,3066,2,12,24,12,2989,"['PRIMERGY TX300 S6 (Intel Xeon X5675)  Mar 9', ' 2011 ']",2, 2011 ,PRIMERGY TX300 S6 (Intel Xeon X5675) ,Intel
Fujitsu,"PRIMERGY TX140 S1 (Intel Xeon E3-1260L)  Apr 27, 2011 | HTML | Text",1,Oracle,Intel Xeon E3-1260L,2400,1,4,8,8,4549,"['PRIMERGY TX140 S1 (Intel Xeon E3-1260L)  Apr 27', ' 2011 ']",2, 2011 ,PRIMERGY TX140 S1 (Intel Xeon E3-1260L)  ,Intel
Fujitsu,"PRIMERGY TX120 S3 (Intel Xeon E3-1260L)  Jun 16, 2011 | HTML | Text",1,Oracle,Intel Xeon E3-1260L,2400,1,4,8,8,4697,"['PRIMERGY TX120 S3 (Intel Xeon E3-1260L)  Jun 16', ' 2011 ']",2, 2011 ,PRIMERGY TX120 S3 (Intel Xeon E3-1260L)  ,Intel
Fujitsu,"PRIMERGY RX100 S7 (Intel Xeon E3-1260L)  Jun 16, 2011 | HTML | Text",1,Oracle,Intel Xeon E3-1260L,2400,1,4,8,8,4323,"['PRIMERGY RX100 S7 (Intel Xeon E3-1260L)  Jun 16', ' 2011 ']",2, 2011 ,PRIMERGY RX100 S7 (Intel Xeon E3-1260L)  ,Intel
Fujitsu,"PRIMERGY BX920 S2 (Intel Xeon X5675) PRIMERGY BX900 S1  Oct 6, 2011 | HTML | Text",18,Oracle,Intel Xeon X5675,3067,36,216,432,216,3221,"['PRIMERGY BX920 S2 (Intel Xeon X5675) PRIMERGY BX900 S1  Oct 6', ' 2011 ']",2, 2011 ,PRIMERGY BX920 S2 (Intel Xeon X5675) PRIMERGY BX900 S1 ,Intel
Fujitsu,"PRIMERGY RX300 S7 (Intel Xeon E5-2660)  Mar 21, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-2660,2200,2,16,32,32,5032,"['PRIMERGY RX300 S7 (Intel Xeon E5-2660)  Mar 21', ' 2012 ']",2, 2012 ,PRIMERGY RX300 S7 (Intel Xeon E5-2660)  ,Intel
Fujitsu,"PRIMERGY RX200 S7 (Intel Xeon E5-2660)  Apr 25, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-2660,2200,2,16,32,32,4722,"['PRIMERGY RX200 S7 (Intel Xeon E5-2660)  Apr 25', ' 2012 ']",2, 2012 ,PRIMERGY RX200 S7 (Intel Xeon E5-2660)  ,Intel
Fujitsu,"PRIMERGY BX920 S3 (Intel Xeon E5-2470) PRIMERGY BX900 S2  May 30, 2012 | HTML | Text",18,Oracle,Intel Xeon E5-2470,2300,36,288,576,432,4677,"['PRIMERGY BX920 S3 (Intel Xeon E5-2470) PRIMERGY BX900 S2  May 30', ' 2012 ']",2, 2012 ,PRIMERGY BX920 S3 (Intel Xeon E5-2470) PRIMERGY BX900 S2  ,Intel
Fujitsu,"PRIMERGY RX100 S7p (Intel Xeon E3-1265LV2)  May 30, 2012 | HTML | Text",1,Oracle,Intel Xeon E3-1265LV2,2500,1,4,8,8,5576,"['PRIMERGY RX100 S7p (Intel Xeon E3-1265LV2)  May 30', ' 2012 ']",2, 2012 ,PRIMERGY RX100 S7p (Intel Xeon E3-1265LV2)  ,Intel
Fujitsu,"PRIMERGY TX120 S3p (Intel Xeon E3-1265LV2)  May 30, 2012 | HTML | Text",1,Oracle,Intel Xeon E3-1265LV2,2500,1,4,8,8,6109,"['PRIMERGY TX120 S3p (Intel Xeon E3-1265LV2)  May 30', ' 2012 ']",2, 2012 ,PRIMERGY TX120 S3p (Intel Xeon E3-1265LV2)  ,Intel
Fujitsu,"PRIMERGY TX300 S7 (Intel Xeon E5-2660)  Jun 27, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-2660,2200,2,16,32,24,5032,"['PRIMERGY TX300 S7 (Intel Xeon E5-2660)  Jun 27', ' 2012 ']",2, 2012 ,PRIMERGY TX300 S7 (Intel Xeon E5-2660)  ,Intel
Fujitsu,"PRIMERGY RX350 S7 (Intel Xeon E5-2660)  Jun 27, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-2660,2200,2,16,32,24,5035,"['PRIMERGY RX350 S7 (Intel Xeon E5-2660)  Jun 27', ' 2012 ']",2, 2012 ,PRIMERGY RX350 S7 (Intel Xeon E5-2660)  ,Intel
Fujitsu,"PRIMERGY TX140 S1p (Intel Xeon E3-1265LV2)  Jul 11, 2012 | HTML | Text",1,Oracle,Intel Xeon E3-1265LV2,2500,1,4,8,8,5887,"['PRIMERGY TX140 S1p (Intel Xeon E3-1265LV2)  Jul 11', ' 2012 ']",2, 2012 ,PRIMERGY TX140 S1p (Intel Xeon E3-1265LV2)  ,Intel
Fujitsu,"PRIMERGY RX500 S7 (Intel Xeon E5-4640)  Aug 8, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-4640,2400,4,32,64,48,5029,"['PRIMERGY RX500 S7 (Intel Xeon E5-4640)  Aug 8', ' 2012 ']",2, 2012 ,PRIMERGY RX500 S7 (Intel Xeon E5-4640) ,Intel
Fujitsu,"PRIMERGY TX200 S7 (Intel Xeon E5-2470)  Aug 22, 2012 | HTML | Text",1,Oracle,Intel Xeon E5-2470,2300,2,16,32,24,5177,"['PRIMERGY TX200 S7 (Intel Xeon E5-2470)  Aug 22', ' 2012 ']",2, 2012 ,PRIMERGY TX200 S7 (Intel Xeon E5-2470)  ,Intel
Fujitsu,"PRIMERGY TX100 S3p (Intel Xeon E3-1240V2)  Aug 22, 2012 | HTML | Text",1,Oracle,Intel Xeon E3-1240V2,3400,1,4,8,8,6008,"['PRIMERGY TX100 S3p (Intel Xeon E3-1240V2)  Aug 22', ' 2012 ']",2, 2012 ,PRIMERGY TX100 S3p (Intel Xeon E3-1240V2)  ,Intel
Fujitsu,"PRIMERGY TX200 S7 (Intel Xeon E5-2470)  Sep 19, 2012 | HTML | Text",1,IBM,Intel Xeon E5-2470,2300,2,16,32,24,5689,"['PRIMERGY TX200 S7 (Intel Xeon E5-2470)  Sep 19', ' 2012 ']",2, 2012 ,PRIMERGY TX200 S7 (Intel Xeon E5-2470)  ,Intel
Fujitsu,"PRIMERGY RX500 S7 (Intel Xeon E5-4640)  Sep 19, 2012 | HTML | Text",1,IBM,Intel Xeon E5-4640,2400,4,32,64,48,5350,"['PRIMERGY RX500 S7 (Intel Xeon E5-4640)  Sep 19', ' 2012 ']",2, 2012 ,PRIMERGY RX500 S7 (Intel Xeon E5-4640)  ,Intel
Fujitsu,"PRIMERGY RX300 S7 (Intel Xeon E5-2660)  Oct 3, 2012 | HTML | Text",1,IBM,Intel Xeon E5-2660,2200,2,16,32,24,5406,"['PRIMERGY RX300 S7 (Intel Xeon E5-2660)  Oct 3', ' 2012 ']",2, 2012 ,PRIMERGY RX300 S7 (Intel Xeon E5-2660) ,Intel
Fujitsu,"PRIMERGY RX200 S7 (Intel Xeon E5-2660)  Oct 3, 2012 | HTML | Text",1,IBM,Intel Xeon E5-2660,2200,2,16,32,24,5058,"['PRIMERGY RX200 S7 (Intel Xeon E5-2660)  Oct 3', ' 2012 ']",2, 2012 ,PRIMERGY RX200 S7 (Intel Xeon E5-2660) ,Intel
Fujitsu,"PRIMERGY RX350 S7 (Intel Xeon E5-2660)  Oct 3, 2012 | HTML | Text",1,IBM,Intel Xeon E5-2660,2200,2,16,32,24,5347,"['PRIMERGY RX350 S7 (Intel Xeon E5-2660)  Oct 3', ' 2012 ']",2, 2012 ,PRIMERGY RX350 S7 (Intel Xeon E5-2660) ,Intel
Fujitsu,"PRIMERGY TX300 S7 (Intel Xeon E5-2660)  Oct 3, 2012 | HTML | Text",1,IBM,Intel Xeon E5-2660,2200,2,16,32,24,5372,"['PRIMERGY TX300 S7 (Intel Xeon E5-2660)  Oct 3', ' 2012 ']",2, 2012 ,PRIMERGY TX300 S7 (Intel Xeon E5-2660) ,Intel
Fujitsu,"PRIMERGY TX140 S2 (Intel Xeon E3-1265Lv3)  Oct 2, 2013 | HTML | Text",1,IBM,Intel Xeon E3-1265Lv3,2500,1,4,8,8,6797,"['PRIMERGY TX140 S2 (Intel Xeon E3-1265Lv3)  Oct 2', ' 2013 ']",2, 2013 ,PRIMERGY TX140 S2 (Intel Xeon E3-1265Lv3) ,Intel
Fujitsu,"PRIMERGY RX300 S8 (Intel Xeon E5-2660 v2)  Oct 2, 2013 | HTML | Text",1,IBM,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,"['PRIMERGY RX300 S8 (Intel Xeon E5-2660 v2)  Oct 2', ' 2013 ']",2, 2013 ,PRIMERGY RX300 S8 (Intel Xeon E5-2660 v2) ,Intel
Fujitsu,"PRIMERGY RX350 S8 (Intel Xeon E5-2660 v2)  Oct 2, 2013 | HTML | Text",1,IBM,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,"['PRIMERGY RX350 S8 (Intel Xeon E5-2660 v2)  Oct 2', ' 2013 ']",2, 2013 ,PRIMERGY RX350 S8 (Intel Xeon E5-2660 v2) ,Intel
Fujitsu,"PRIMERGY TX300 S8 (Intel Xeon E5-2660 v2)  Oct 2, 2013 | HTML | Text",1,IBM,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,"['PRIMERGY TX300 S8 (Intel Xeon E5-2660 v2)  Oct 2', ' 2013 ']",2, 2013 ,PRIMERGY TX300 S8 (Intel Xeon E5-2660 v2) ,Intel
Fujitsu,"PRIMERGY RX200 S8 (Intel Xeon E5-2660 v2)  Oct 2, 2013 | HTML | Text",1,IBM,Intel Xeon E5-2660 v2,2200,2,20,40,48,NC,"['PRIMERGY RX200 S8 (Intel Xeon E5-2660 v2)  Oct 2', ' 2013 ']",2, 2013 ,PRIMERGY RX200 S8 (Intel Xeon E5-2660 v2) ,Intel
Fujitsu,"PRIMERGY RX100 S8 (Intel Xeon E3-1265Lv3)  Nov 13, 2013 | HTML | Text",1,IBM,Intel Xeon E3-1265Lv3,2500,1,4,8,8,6137,"['PRIMERGY RX100 S8 (Intel Xeon E3-1265Lv3)  Nov 13', ' 2013 ']",2, 2013 ,PRIMERGY RX100 S8 (Intel Xeon E3-1265Lv3)  ,Intel
